VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
304, 21662,  3.76556, -20.1495,  22.56432,  0.89764,  0.37008, -0.22047,  1.00,  0.8189,  0.4252, -0.37795,  1.00,  0.0688,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.83137,  0.16863,  0.00,  0.00
305, 21660,  1.6364, -15.691,  21.77385,  0.84252,  0.51181, -0.16535,  1.00,  0.66142,  0.70079, -0.26772,  1.00,  0.07606,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
306, 21663,  4.3333, -22.34334,  21.15189,  0.98425,  0.09449, -0.13386,  1.00,  0.90551,  0.29921, -0.29134,  1.00,  0.06593,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00
307, 21662,  3.76556, -20.1495,  22.56432,  0.89764,  0.37008, -0.22047,  1.00,  0.8189,  0.4252, -0.37795,  1.00,  0.0688,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.83137,  0.16863,  0.00,  0.00
308, 21661,  1.49138, -16.00921,  20.12292,  0.85039,  0.49606, -0.1811,  1.00,  0.75591,  0.6063, -0.24409,  1.00,  0.07606,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.85098,  0.14902,  0.00,  0.00
309, 21663,  4.3333, -22.34334,  21.15189,  0.98425,  0.09449, -0.13386,  1.00,  0.90551,  0.29921, -0.29134,  1.00,  0.06593,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00
310, 21664,  4.14482, -20.94368,  22.70512,  0.86614,  0.33858, -0.37795,  1.00,  0.85827,  0.27559, -0.44094, -1.00,  0.06591,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
311, 21662,  3.76556, -20.1495,  22.56432,  0.89764,  0.37008, -0.22047,  1.00,  0.8189,  0.4252, -0.37795,  1.00,  0.0688,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.83137,  0.16863,  0.00,  0.00
312, 21664,  4.14482, -20.94368,  22.70512,  0.86614,  0.33858, -0.37795,  1.00,  0.85827,  0.27559, -0.44094, -1.00,  0.06591,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
313, 21665,  4.06436, -19.91433,  22.96367,  0.73228,  0.22047, -0.64567,  1.00,  0.81102,  0.29134, -0.50394,  1.00,  0.0688,  0.70265,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.83529,  0.16471,  0.00,  0.00
314, 21662,  3.76556, -20.1495,  22.56432,  0.89764,  0.37008, -0.22047,  1.00,  0.8189,  0.4252, -0.37795,  1.00,  0.0688,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.83137,  0.16863,  0.00,  0.00
315, 21665,  4.06436, -19.91433,  22.96367,  0.73228,  0.22047, -0.64567,  1.00,  0.81102,  0.29134, -0.50394,  1.00,  0.0688,  0.70265,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.83529,  0.16471,  0.00,  0.00
316, 21664,  4.14482, -20.94368,  22.70512,  0.86614,  0.33858, -0.37795,  1.00,  0.85827,  0.27559, -0.44094, -1.00,  0.06591,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
317, 21666,  4.7703, -21.49411,  23.25725,  0.74803,  0.23622, -0.61417,  1.00,  0.8189,  0.23622, -0.52756, -1.00,  0.06304,  0.70265,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
318, 21666,  4.7703, -21.49411,  23.25725,  0.74803,  0.23622, -0.61417,  1.00,  0.8189,  0.23622, -0.52756, -1.00,  0.06304,  0.70265,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
319, 21664,  4.14482, -20.94368,  22.70512,  0.86614,  0.33858, -0.37795,  1.00,  0.85827,  0.27559, -0.44094, -1.00,  0.06591,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
320, 21667,  4.52408, -21.73785,  22.84593,  0.99213,  0.0315, -0.13386,  1.00,  0.90551,  0.22047, -0.37795,  1.00,  0.06304,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82353,  0.17647,  0.00,  0.00
321, 21667,  4.52408, -21.73785,  22.84593,  0.99213,  0.0315, -0.13386,  1.00,  0.90551,  0.22047, -0.37795,  1.00,  0.06304,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82353,  0.17647,  0.00,  0.00
322, 21664,  4.14482, -20.94368,  22.70512,  0.86614,  0.33858, -0.37795,  1.00,  0.85827,  0.27559, -0.44094, -1.00,  0.06591,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
323, 21663,  4.3333, -22.34334,  21.15189,  0.98425,  0.09449, -0.13386,  1.00,  0.90551,  0.29921, -0.29134,  1.00,  0.06593,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00
324, 21667,  4.52408, -21.73785,  22.84593,  0.99213,  0.0315, -0.13386,  1.00,  0.90551,  0.22047, -0.37795,  1.00,  0.06304,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.82353,  0.17647,  0.00,  0.00
325, 21663,  4.3333, -22.34334,  21.15189,  0.98425,  0.09449, -0.13386,  1.00,  0.90551,  0.29921, -0.29134,  1.00,  0.06593,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00
326, 21668,  4.52408, -29.61655,  24.60844,  0.99213, -0.01575, -0.09449,  1.00,  0.98425,  0.03937, -0.15748,  1.00,  0.04823,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.77647,  0.22353,  0.00,  0.00
327, 21669,  4.33442, -30.89172,  22.86807,  0.98425, -0.02362, -0.15748,  1.00,  0.98425,  0.0315, -0.17323,  1.00,  0.04823,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
328, 21668,  4.52408, -29.61655,  24.60844,  0.99213, -0.01575, -0.09449,  1.00,  0.98425,  0.03937, -0.15748,  1.00,  0.04823,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.77647,  0.22353,  0.00,  0.00
329, 21663,  4.3333, -22.34334,  21.15189,  0.98425,  0.09449, -0.13386,  1.00,  0.90551,  0.29921, -0.29134,  1.00,  0.06593,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00
330, 21670,  4.86064, -27.10371,  28.44018,  1.00, -0.00787, -0.08661,  1.00,  0.99213,  0.00787, -0.11024,  1.00,  0.04823,  0.69784,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.79608,  0.20392,  0.00,  0.00
331, 21668,  4.52408, -29.61655,  24.60844,  0.99213, -0.01575, -0.09449,  1.00,  0.98425,  0.03937, -0.15748,  1.00,  0.04823,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.77647,  0.22353,  0.00,  0.00
332, 21671,  4.86064, -29.50361,  28.62399,  1.00, -0.00787, -0.08661,  1.00,  0.99213, -0.01575, -0.09449, -1.00,  0.04247,  0.69784,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.78431,  0.21569,  0.00,  0.00
333, 21671,  4.86064, -29.50361,  28.62399,  1.00, -0.00787, -0.08661,  1.00,  0.99213, -0.01575, -0.09449, -1.00,  0.04247,  0.69784,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.78431,  0.21569,  0.00,  0.00
334, 21668,  4.52408, -29.61655,  24.60844,  0.99213, -0.01575, -0.09449,  1.00,  0.98425,  0.03937, -0.15748,  1.00,  0.04823,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.77647,  0.22353,  0.00,  0.00
335, 21672,  4.52408, -32.24685,  25.07707,  0.99213, -0.01575, -0.09449,  1.00,  0.99213, -0.02362, -0.11024, -1.00,  0.04247,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76078,  0.23922,  0.00,  0.00
336, 21668,  4.52408, -29.61655,  24.60844,  0.99213, -0.01575, -0.09449,  1.00,  0.98425,  0.03937, -0.15748,  1.00,  0.04823,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.77647,  0.22353,  0.00,  0.00
337, 21669,  4.33442, -30.89172,  22.86807,  0.98425, -0.02362, -0.15748,  1.00,  0.98425,  0.0315, -0.17323,  1.00,  0.04823,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
338, 21672,  4.52408, -32.24685,  25.07707,  0.99213, -0.01575, -0.09449,  1.00,  0.99213, -0.02362, -0.11024, -1.00,  0.04247,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76078,  0.23922,  0.00,  0.00
339, 21672,  4.52408, -32.24685,  25.07707,  0.99213, -0.01575, -0.09449,  1.00,  0.99213, -0.02362, -0.11024, -1.00,  0.04247,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76078,  0.23922,  0.00,  0.00
340, 21669,  4.33442, -30.89172,  22.86807,  0.98425, -0.02362, -0.15748,  1.00,  0.98425,  0.0315, -0.17323,  1.00,  0.04823,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
341, 21673,  4.33443, -33.64302,  23.32475,  0.98425, -0.0315, -0.16535,  1.00,  0.98425, -0.0315, -0.14961, -1.00,  0.04247,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.75294,  0.24706,  0.00,  0.00
342, 21674,  2.73988, -35.26266,  17.51469,  0.9685, -0.07874, -0.24409,  1.00,  0.97638, -0.0315, -0.22047,  1.00,  0.04823,  0.7231,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.72157,  0.27843,  0.00,  0.00
343, 21673,  4.33443, -33.64302,  23.32475,  0.98425, -0.0315, -0.16535,  1.00,  0.98425, -0.0315, -0.14961, -1.00,  0.04247,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.75294,  0.24706,  0.00,  0.00
344, 21669,  4.33442, -30.89172,  22.86807,  0.98425, -0.02362, -0.15748,  1.00,  0.98425,  0.0315, -0.17323,  1.00,  0.04823,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
345, 21675,  2.73986, -37.69593,  18.41572,  0.9685, -0.08661, -0.24409,  1.00,  0.97638, -0.04724, -0.20472,  1.00,  0.04247,  0.7231,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.69804,  0.30196,  0.00,  0.00
346, 21673,  4.33443, -33.64302,  23.32475,  0.98425, -0.0315, -0.16535,  1.00,  0.98425, -0.0315, -0.14961, -1.00,  0.04247,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.75294,  0.24706,  0.00,  0.00
347, 21674,  2.73988, -35.26266,  17.51469,  0.9685, -0.07874, -0.24409,  1.00,  0.97638, -0.0315, -0.22047,  1.00,  0.04823,  0.7231,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.72157,  0.27843,  0.00,  0.00
348, 21672,  4.52408, -32.24685,  25.07707,  0.99213, -0.01575, -0.09449,  1.00,  0.99213, -0.02362, -0.11024, -1.00,  0.04247,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.76078,  0.23922,  0.00,  0.00
349, 21673,  4.33443, -33.64302,  23.32475,  0.98425, -0.0315, -0.16535,  1.00,  0.98425, -0.0315, -0.14961, -1.00,  0.04247,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.75294,  0.24706,  0.00,  0.00
350, 21676,  4.5972, -41.75901,  26.795,  0.99213, -0.02362, -0.13386,  1.00,  0.99213, -0.04724, -0.12598, -1.00,  0.02774,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.67059,  0.32941,  0.00,  0.00
351, 21677,  4.33548, -41.81487,  24.84375,  0.99213, -0.02362, -0.13386,  1.00,  0.99213, -0.05512, -0.14173, -1.00,  0.02808,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.66667,  0.33333,  0.00,  0.00
352, 21676,  4.5972, -41.75901,  26.795,  0.99213, -0.02362, -0.13386,  1.00,  0.99213, -0.04724, -0.12598, -1.00,  0.02774,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.67059,  0.32941,  0.00,  0.00
353, 21673,  4.33443, -33.64302,  23.32475,  0.98425, -0.0315, -0.16535,  1.00,  0.98425, -0.0315, -0.14961, -1.00,  0.04247,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.75294,  0.24706,  0.00,  0.00
354, 21676,  4.5972, -41.75901,  26.795,  0.99213, -0.02362, -0.13386,  1.00,  0.99213, -0.04724, -0.12598, -1.00,  0.02774,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.67059,  0.32941,  0.00,  0.00
355, 21677,  4.33548, -41.81487,  24.84375,  0.99213, -0.02362, -0.13386,  1.00,  0.99213, -0.05512, -0.14173, -1.00,  0.02808,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.66667,  0.33333,  0.00,  0.00
356, 21678,  4.55526, -54.50718,  29.05694,  0.99213, -0.02362, -0.11024,  1.00,  0.97638, -0.12598, -0.16535, -1.00,  0.00255,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.57647,  0.42353,  0.00,  0.00
357, 21679,  4.33632, -53.51814,  26.8216,  0.99213, -0.0315, -0.11024,  1.00,  0.97638, -0.11811, -0.15748, -1.00,  0.00769,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.58039,  0.41961,  0.00,  0.00
358, 21678,  4.55526, -54.50718,  29.05694,  0.99213, -0.02362, -0.11024,  1.00,  0.97638, -0.12598, -0.16535, -1.00,  0.00255,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.57647,  0.42353,  0.00,  0.00
359, 21677,  4.33548, -41.81487,  24.84375,  0.99213, -0.02362, -0.13386,  1.00,  0.99213, -0.05512, -0.14173, -1.00,  0.02808,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.66667,  0.33333,  0.00,  0.00
360, 21678,  4.55526, -54.50718,  29.05694,  0.99213, -0.02362, -0.11024,  1.00,  0.97638, -0.12598, -0.16535, -1.00,  0.00255,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.57647,  0.42353,  0.00,  0.00
361, 21679,  4.33632, -53.51814,  26.8216,  0.99213, -0.0315, -0.11024,  1.00,  0.97638, -0.11811, -0.15748, -1.00,  0.00769,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.58039,  0.41961,  0.00,  0.00
362, 21680,  4.09583, -54.09959,  26.34744,  0.96063, -0.20472, -0.19685,  1.00,  0.97638, -0.14961, -0.17323,  1.00,  0.00498,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.57647,  0.42353,  0.00,  0.00
363, 21681,  4.06557, -54.46633,  26.49805,  0.9685, -0.15748, -0.18898,  1.00,  0.97638, -0.14961, -0.17323,  1.00,  0.00255,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.57255,  0.42745,  0.00,  0.00
364, 21678,  4.55526, -54.50718,  29.05694,  0.99213, -0.02362, -0.11024,  1.00,  0.97638, -0.12598, -0.16535, -1.00,  0.00255,  0.70565,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.57647,  0.42353,  0.00,  0.00
365, 21680,  4.09583, -54.09959,  26.34744,  0.96063, -0.20472, -0.19685,  1.00,  0.97638, -0.14961, -0.17323,  1.00,  0.00498,  0.7123,  1.00,  1.00,  1.00,  0.00, 0, 1, 0, 0,  0.57647,  0.42353,  0.00,  0.00
366, 21682, -1.11163,  21.01121,  4.94157, -0.02362,  0.88976, -0.45669,  1.00, -0.20472,  0.87402, -0.43307,  1.00,  0.14666,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
367, 21683,  0.00,  22.02861,  7.17614,  0.00,  0.91339, -0.40945,  1.00, -0.00787,  0.90551, -0.4252,  1.00,  0.1545,  0.70331,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
368, 21684, -1.11163,  21.93696,  7.06713, -0.03937,  0.91339, -0.40157,  1.00, -0.00787,  0.90551, -0.4252, -1.00,  0.14666,  0.70331,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
369, 21685,  0.00,  20.33455,  3.57338,  0.00,  0.88976, -0.45669,  1.00, -0.0315,  0.89764, -0.44882,  1.00,  0.1545,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
370, 21683,  0.00,  22.02861,  7.17614,  0.00,  0.91339, -0.40945,  1.00, -0.00787,  0.90551, -0.4252,  1.00,  0.1545,  0.70331,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
371, 21682, -1.11163,  21.01121,  4.94157, -0.02362,  0.88976, -0.45669,  1.00, -0.20472,  0.87402, -0.43307,  1.00,  0.14666,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
372, 21686, -4.54824,  20.74726,  4.94157, -0.64567,  0.67717, -0.35433,  1.00, -0.7874,  0.55906, -0.26772,  1.00,  0.13597,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
373, 21685,  0.00,  20.33455,  3.57338,  0.00,  0.88976, -0.45669,  1.00, -0.0315,  0.89764, -0.44882,  1.00,  0.1545,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
374, 21682, -1.11163,  21.01121,  4.94157, -0.02362,  0.88976, -0.45669,  1.00, -0.20472,  0.87402, -0.43307,  1.00,  0.14666,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
375, 21687, -4.54824,  20.08383,  3.65784, -0.5748,  0.72441, -0.37795,  1.00, -0.7874,  0.55906, -0.26772,  1.00,  0.13643,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
376, 21685,  0.00,  20.33455,  3.57338,  0.00,  0.88976, -0.45669,  1.00, -0.0315,  0.89764, -0.44882,  1.00,  0.1545,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
377, 21686, -4.54824,  20.74726,  4.94157, -0.64567,  0.67717, -0.35433,  1.00, -0.7874,  0.55906, -0.26772,  1.00,  0.13597,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
378, 21686, -4.54824,  20.74726,  4.94157, -0.64567,  0.67717, -0.35433,  1.00, -0.7874,  0.55906, -0.26772,  1.00,  0.13597,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
379, 21688, -4.54824,  17.99962,  6.74822, -0.93701, -0.29921,  0.19685,  1.00, -0.98425, -0.11811,  0.10236, -1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
380, 21687, -4.54824,  20.08383,  3.65784, -0.5748,  0.72441, -0.37795,  1.00, -0.7874,  0.55906, -0.26772,  1.00,  0.13643,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
381, 21689, -4.54824,  17.27731,  5.66721, -0.93701, -0.29921,  0.19685,  1.00, -1.00, -0.03937,  0.06299, -1.00,  0.12345,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
382, 21687, -4.54824,  20.08383,  3.65784, -0.5748,  0.72441, -0.37795,  1.00, -0.7874,  0.55906, -0.26772,  1.00,  0.13643,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
383, 21688, -4.54824,  17.99962,  6.74822, -0.93701, -0.29921,  0.19685,  1.00, -0.98425, -0.11811,  0.10236, -1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
384, 21689, -4.54824,  17.27731,  5.66721, -0.93701, -0.29921,  0.19685,  1.00, -1.00, -0.03937,  0.06299, -1.00,  0.12345,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
385, 21688, -4.54824,  17.99962,  6.74822, -0.93701, -0.29921,  0.19685,  1.00, -0.98425, -0.11811,  0.10236, -1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
386, 21690, -2.88609,  16.57525,  6.13626, -0.62992, -0.64567,  0.43307,  1.00, -1.00, -0.06299,  0.04724, -1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
387, 21690, -2.88609,  16.57525,  6.13626, -0.62992, -0.64567,  0.43307,  1.00, -1.00, -0.06299,  0.04724, -1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
388, 21688, -4.54824,  17.99962,  6.74822, -0.93701, -0.29921,  0.19685,  1.00, -0.98425, -0.11811,  0.10236, -1.00,  0.12355,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
389, 21691, -2.88609,  17.29757,  7.21729, -0.64567, -0.62992,  0.4252,  1.00, -0.98425, -0.13386,  0.09449, -1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
390, 21691, -2.88609,  17.29757,  7.21729, -0.64567, -0.62992,  0.4252,  1.00, -0.98425, -0.13386,  0.09449, -1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
391, 21692, -2.88609,  16.81473,  7.2386, -1.00,  0.00,  0.00,  1.00, -1.00, -0.06299,  0.03937,  1.00,  0.11203,  0.71585,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
392, 21690, -2.88609,  16.57525,  6.13626, -0.62992, -0.64567,  0.43307,  1.00, -1.00, -0.06299,  0.04724, -1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
393, 21692, -2.88609,  16.81473,  7.2386, -1.00,  0.00,  0.00,  1.00, -1.00, -0.06299,  0.03937,  1.00,  0.11203,  0.71585,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
394, 21693, -2.88609,  16.37045,  6.57368, -1.00,  0.00,  0.00,  1.00, -1.00, -0.05512,  0.03937,  1.00,  0.11203,  0.71759,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
395, 21690, -2.88609,  16.57525,  6.13626, -0.62992, -0.64567,  0.43307,  1.00, -1.00, -0.06299,  0.04724, -1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
396, 21694, -2.88609,  16.97074,  8.02292, -1.00,  0.00,  0.00,  1.00, -1.00, -0.03937,  0.02362,  1.00,  0.11203,  0.71424,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
397, 21692, -2.88609,  16.81473,  7.2386, -1.00,  0.00,  0.00,  1.00, -1.00, -0.06299,  0.03937,  1.00,  0.11203,  0.71585,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
398, 21691, -2.88609,  17.29757,  7.21729, -0.64567, -0.62992,  0.4252,  1.00, -0.98425, -0.13386,  0.09449, -1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
399, 21690, -2.88609,  16.57525,  6.13626, -0.62992, -0.64567,  0.43307,  1.00, -1.00, -0.06299,  0.04724, -1.00,  0.11652,  0.71932,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
400, 21693, -2.88609,  16.37045,  6.57368, -1.00,  0.00,  0.00,  1.00, -1.00, -0.05512,  0.03937,  1.00,  0.11203,  0.71759,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
401, 21695, -2.88609,  15.70553,  6.1294, -1.00,  0.00,  0.00,  1.00, -1.00, -0.02362,  0.01575,  1.00,  0.11203,  0.71918,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
402, 21691, -2.88609,  17.29757,  7.21729, -0.64567, -0.62992,  0.4252,  1.00, -0.98425, -0.13386,  0.09449, -1.00,  0.11652,  0.71441,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
403, 21696, -2.88609,  17.39362,  8.02557, -1.00,  0.00,  0.00,  1.00, -1.00, -0.0315,  0.02362,  1.00,  0.11652,  0.71237,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
404, 21694, -2.88609,  16.97074,  8.02292, -1.00,  0.00,  0.00,  1.00, -1.00, -0.03937,  0.02362,  1.00,  0.11203,  0.71424,  1.00,  1.00,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
